customer_id,satisfaction_score,survey_date,tier,points
C084,4.0,2023-12-01,,
C054,10.0,2023-12-02,Silver,6645.0
C071,2.0,2023-12-03,Bronze,2537.0
C046,9.0,2023-12-04,Platinum,206.0
C045,2.0,2023-12-05,Platinum,9582.0
C040,1.0,2023-12-06,,
C023,6.0,2023-12-07,,
C081,1.0,2023-12-08,,
C011,5.0,2023-12-09,,
C001,3.0,2023-12-10,Gold,2356.0
C019,8.0,2023-12-11,,
C031,3.0,2023-12-12,Platinum,9590.0
C074,8.0,2023-12-13,,
C034,5.0,2023-12-14,Silver,9160.0
C091,2.0,2023-12-15,Gold,5396.0
C005,10.0,2023-12-16,Bronze,6706.0
C077,8.0,2023-12-17,Silver,5465.0
C078,8.0,2023-12-18,Bronze,7255.0
C013,7.0,2023-12-19,Platinum,2239.0
C032,8.0,2023-12-20,Bronze,6729.0
C056,10.0,2023-12-21,,
C089,4.0,2023-12-22,Silver,5195.0
C027,5.0,2023-12-23,Silver,3709.0
C043,3.0,2023-12-24,Platinum,6983.0
C070,3.0,2023-12-25,Silver,6972.0
C016,3.0,2023-12-26,,
C041,4.0,2023-12-27,,
C097,6.0,2023-12-28,,
C010,3.0,2023-12-29,Platinum,4475.0
C073,4.0,2023-12-30,Gold,3089.0
C012,5.0,2023-12-31,Gold,7801.0
C048,7.0,2024-01-01,,
C086,4.0,2024-01-02,Silver,7271.0
C029,8.0,2024-01-03,Silver,2493.0
C094,3.0,2024-01-04,,
C006,4.0,2024-01-05,Gold,3124.0
C067,7.0,2024-01-06,,
C066,7.0,2024-01-07,Platinum,8066.0
C036,9.0,2024-01-08,Platinum,5215.0
C017,6.0,2024-01-09,Silver,2717.0
C050,1.0,2024-01-10,,
C035,3.0,2024-01-11,,
C008,3.0,2024-01-12,,
C096,2.0,2024-01-13,Gold,1976.0
C028,2.0,2024-01-14,,
C020,10.0,2024-01-15,Gold,7516.0
C082,5.0,2024-01-16,Silver,1274.0
C026,8.0,2024-01-17,,
C063,1.0,2024-01-18,Silver,4204.0
C014,9.0,2024-01-19,,
C009,,,Silver,4461.0
C083,,,Bronze,4398.0
C064,,,Bronze,3288.0
C051,,,Bronze,8019.0
C024,,,Bronze,9119.0
C061,,,Gold,7296.0
C025,,,Platinum,9831.0
C039,,,Gold,7322.0
C057,,,Bronze,7849.0
C076,,,Bronze,4291.0
C030,,,Silver,9464.0
C092,,,Platinum,1149.0
C042,,,Silver,724.0
C022,,,Platinum,7296.0
C085,,,Platinum,5938.0
C088,,,Bronze,163.0
C098,,,Bronze,3830.0
C021,,,Bronze,8361.0
C090,,,Bronze,2499.0
C038,,,Gold,959.0
C060,,,Platinum,7245.0
C002,,,Gold,5926.0
C075,,,Silver,1447.0
C080,,,Platinum,4948.0
C015,,,Gold,1119.0
C055,,,Platinum,5780.0
C052,,,Silver,6881.0
C007,,,Silver,7272.0
C099,,,Bronze,9714.0
C044,,,Gold,4160.0
